index,Reorg_g,Reorg_ex
test_0,0.9145525329910728,0.40395126471446785
test_1,0.7056778783587218,0.6146176147103897
test_2,1.1995420626992086,0.6134218862261834
test_3,1.495816059733107,0.7227825713593435
test_4,1.0536850657844135,0.465200516472474
test_5,0.29748749915371936,0.38434586441866
test_6,1.047433300994601,0.6273520160834182
test_7,0.7764748791213776,0.355349936595238
test_8,1.2344549411882184,0.48000441471458977
test_9,0.8305966724388903,0.4653462220515618
test_10,0.9170654231728,0.4544389520036625
test_11,1.0040714652488198,0.5092644401934515
test_12,0.7818496186139211,0.5319914097609068
test_13,0.09396100150177208,0.43894795281029836
test_14,1.0067082075036282,0.5878272356880477
test_15,1.0117699295722484,0.545322823842391
test_16,0.8646001746684215,0.5454462897125787
test_17,0.8197139795075628,0.3710862418477077
test_18,0.6420326256910918,0.33350342683609446
test_19,0.7843234416681614,0.6103873196970608
test_20,0.9514399499419935,0.5126331651839661
test_21,0.6737818531603609,0.4955794201213806
test_22,0.7986195366738432,0.6234267395144462
test_23,0.8270032251416397,0.5986970539518742
test_24,0.9537910062253515,0.6019297924605359
test_25,0.8437167903878053,0.36554054915493417
test_26,1.2719813201542904,0.6274511075216838
test_27,0.8370163179237953,0.5016526717161534
test_28,0.6577280468404647,0.460524306522992
test_29,0.8639551676439597,0.5725645274872593
test_30,1.2448653736743407,0.6509117219085768
test_31,1.1075118089600047,0.5258691043960099
test_32,0.7104758829796357,0.43466001922401515
test_33,0.8514242304874359,0.4913441343673952
test_34,0.5185703736374727,0.49672366024514963
test_35,1.0564741243267879,0.736158605846879
test_36,0.8911068321051663,0.40658402509430225
test_37,0.7172931135558341,0.2225738780330515
test_38,0.6241138982160357,0.4848348709680218
test_39,0.8695906883399775,0.356441525202473
test_40,0.5772388004574629,0.5621917177346328
test_41,1.011425131999267,0.4615318231600669
test_42,0.8686468650566361,0.6785463700003407
test_43,1.0574030922952475,0.5746039990439
test_44,1.1835769730508687,0.7231697328554659
test_45,0.9269901585972113,0.37366446826161753
test_46,1.0007182727955493,0.4986413470426822
test_47,0.9763099256465119,0.7575588027088739
test_48,1.159049855698443,0.7485556479579566
test_49,0.7002446814354812,0.5259409768772902
test_50,0.731379005062584,0.5353569698620746
test_51,0.6583309967419705,0.4941435215633817
test_52,0.6617516019698417,0.5831258338886606
test_53,0.958341764931228,0.5041183246195167
test_54,0.5353500803779514,0.5626869219989016
test_55,0.9635056944833756,0.2501374841307894
test_56,0.5749375349681642,0.9297769100460502
test_57,1.2989796842350452,0.5429107932210424
test_58,1.2357421914290607,0.7370837875489641
test_59,0.7339815907221294,0.6499912036314454
test_60,1.0292534270490885,0.7527633411001851
test_61,0.7444714971494255,0.574726512270903
test_62,0.586171795857844,0.5160808613496141
test_63,1.1815663206616611,0.705898342042423
test_64,0.5814930619874543,0.6426818973836153
test_65,0.6827835708812573,0.6101368620955205
test_66,0.9657006244761341,0.41297265763797064
test_67,0.9420331237820744,0.41749116165880645
test_68,0.6863917600152019,0.3029744006740347
test_69,0.7523532299857627,0.6590690594799434
test_70,1.2655288239676734,0.7913956752476171
test_71,1.2580387686208703,0.6767404977828491
test_72,0.8401447758729552,0.36253697514437416
test_73,0.733474443554656,0.6099824754117801
test_74,0.601835651282237,0.4780378318736868
test_75,0.8733371260448484,0.6208968075802794
test_76,0.8899791764644145,0.47642179987968913
test_77,0.712047227954625,0.7562922734765579
test_78,0.735680566139311,0.4744434684074766
test_79,0.9442021683795118,0.42037680024948587
test_80,1.0885654408619068,0.6844915739386094
test_81,1.1038642721617271,0.7514569972185816
test_82,0.9867541548423262,0.38908609925495147
test_83,1.350033415047752,0.7955611167508453
test_84,1.254638649669232,0.7180868961948116
test_85,0.6635819957143421,0.5565185094819048
test_86,1.1190467391011762,0.533097447875236
test_87,0.7266429205479883,0.519549928406386
test_88,1.0459610737194376,0.6909198466505485
test_89,1.0085528376150663,0.3749893368132732
test_90,0.8894478897932563,0.5835470757080946
test_91,1.0065286332778567,0.5934894730822972
test_92,1.2675125581270037,0.8086812824200057
test_93,0.7500369913336146,0.7150090875178053
test_94,1.1759699557851457,0.6210148722899297
test_95,0.614776738782357,0.5132899638009883
test_96,0.6319031157547431,0.42990264973097414
test_97,0.8741639631949104,0.40009367640929216
test_98,0.4067060740160079,0.43349020115272474
test_99,1.0922806345308056,0.641392663270003
test_100,1.0161872088982633,0.5179066089087759
test_101,0.7000809003382936,0.45686836955540394
test_102,1.2295956575718783,0.8189120008801065
test_103,0.5215577573391549,0.6047924248788128
test_104,0.7444667239133155,0.3650260897286476
test_105,0.6285020070261008,0.8053770154393283
test_106,1.0349665698601012,0.22367167954427558
test_107,0.9100374084032538,0.5903498667361291
test_108,0.7007858122564441,0.50356532325204
test_109,0.8838798486935472,0.5901778586808356
test_110,0.8501446908310433,0.5649843172233439
test_111,1.1124852294949923,0.621766526419816
test_112,0.7318386389631666,0.2129292814027619
test_113,0.8008065965392317,0.513398608381739
test_114,0.7426424370365572,0.5693441428376316
test_115,1.21855175687036,0.731866724689896
test_116,0.7381090839865744,0.40506899279374464
test_117,0.5110852252452289,0.4813985430565201
test_118,1.235785448351948,0.7345814867376688
test_119,0.6267047870229131,0.4120039466267739
test_120,0.9276342817825315,0.6162214593778557
test_121,0.9336438101167631,0.7111338636036959
test_122,0.896744066037812,0.46636178084431706
test_123,0.7742366152502527,0.7200900581834171
test_124,0.8656646987212426,0.5577569148447526
test_125,0.8947121964962362,0.632161379590977
test_126,0.8055464375309694,0.43586495668796027
test_127,0.969717981226484,0.5380185673718013
test_128,1.0892943170666587,0.6898487589814544
test_129,0.7206365129896847,0.5667107448098642
test_130,0.8678430665468005,0.408307778473486
test_131,0.6155870172570915,0.6506206886611436
test_132,0.8990042449687295,0.5953481009138388
test_133,0.44027115876047435,0.564358831442997
test_134,0.6947212027167899,0.6017662466428925
test_135,1.1364435344043193,0.5473619326476201
test_136,0.945644192851367,0.5147526719072131
test_137,0.7854854127549309,0.5127517297271043
test_138,0.7209132056035935,0.7201626352712368
test_139,0.9636531715788188,0.4150629813339713
test_140,0.5795876500289556,0.6219134578232243
test_141,1.3085968767812117,0.5513126334859483
test_142,0.5634561586248523,0.37138484273738803
test_143,0.9084999535738167,0.5773618341463332
test_144,0.7754990275675755,0.3824478104405221
test_145,0.7845280710763888,0.6267761883752071
test_146,0.9402977444681784,0.6135422247314163
test_147,0.974471755040545,0.5099173411818815
test_148,0.5900772522259002,0.6141406475594627
test_149,1.0749330072784342,0.462307303831522
test_150,0.8572949355557159,0.4713210442979346
test_151,0.623023119413701,0.6615712057588506
test_152,0.6194929593864951,0.5352545179978364
test_153,0.5426456596602064,0.5375311722789128
test_154,1.2055062506633676,0.6530794407952822
test_155,0.8389981012855223,0.37860163630547367
test_156,1.0658075197116785,0.7307209991678509
test_157,1.0447244981215194,0.5450160776447055
test_158,0.7539503958580605,0.38486084389680425
test_159,0.9924724763886922,0.7073666819352483
test_160,1.181350095579132,0.420297170564429
test_161,0.8918063421797384,0.11538318047727028
test_162,0.44585223468376883,0.5094978889760572
test_163,1.0885861145390867,0.5404540740848502
test_164,1.1667077773776782,0.5582261174472763
test_165,1.2234410949024748,0.6604180822765627
test_166,0.5629154446766784,0.46073573205764007
test_167,0.726164398127271,0.042231470274012646
test_168,0.6074907728074168,0.5922890920829194
test_169,0.5725137503501775,0.6214214267334717
test_170,0.7316204352385384,0.34017808541014166
test_171,1.3336376965095507,0.7196693006718687
test_172,0.7498446269508313,0.546015741725048
test_173,1.2062543646541313,0.7221155483090322
test_174,0.9685036367948446,0.3843100331795292
test_175,0.8654185729453437,0.5472402773422039
test_176,0.8056580636746059,0.612063258983973
test_177,1.1164399750302907,0.5664707832625947
test_178,0.6709976775378708,0.4722258550235153
test_179,1.0395282422108851,0.7128817788393401
test_180,0.6741334162882106,0.6476719519032225
test_181,0.712467615999819,0.5325950971055295
test_182,1.0517471010681794,0.6275187253781868
test_183,0.43664020154459815,0.4244526372504573
test_184,0.886084798347242,0.7187009789804308
test_185,0.8200947900535684,0.39748891763249755
test_186,0.9786072801964344,0.5056120525308089
test_187,0.9623752746750894,0.6314373787160924
test_188,0.6445115814179629,0.4517214141531805
test_189,1.001524517816924,0.4350439232843451
test_190,1.5010413903625195,0.759986990748284
test_191,0.6560763176832862,0.4347467241687265
test_192,0.7120213996542283,0.528689744852769
test_193,0.9336278948649808,0.5503283187373189
test_194,1.033118761356977,0.6090447228411621
test_195,0.853796065728071,0.6416135720939147
test_196,0.8006356426565759,0.5162189464460109
test_197,0.6699509444454937,0.4249061853637091
test_198,1.0205988633473484,0.5358589465924546
test_199,0.5362932768446468,0.5626292340687645
test_200,0.5504413991606106,0.48321587331167876
test_201,0.6160710953461762,0.530593430965954
test_202,1.0307528846966199,0.8141531214192431
test_203,0.5087714998871755,0.33299767508328837
test_204,1.0760413200899115,0.6918060178189006
test_205,0.8407844289595666,0.5178531116322815
test_206,0.8889411122124573,0.6691140733122893
test_207,0.6548876123341432,0.4783185951746585
test_208,0.8395345881774328,0.6482688129013037
test_209,0.49957810176924317,0.5540613173495571
test_210,1.1064205071697037,0.6603678810185644
test_211,0.9282642224662508,0.6628892751513147
test_212,0.4347716859107574,0.7382227901003107
test_213,1.0326704843416632,0.22940507266565902
test_214,0.8402918634593056,0.5303319404499957
test_215,1.0816022874624405,0.42068288800028275
test_216,0.6673270179633775,0.6847674237517588
test_217,0.9671818653416894,0.7877254263278541
test_218,0.6445773783130219,0.5229504520037018
test_219,1.0324387594647564,0.5584881673051709
test_220,0.7719843755126519,0.616003441518618
test_221,0.5010912879563273,0.561910240218764
test_222,1.0110172806430742,0.5515396403104755
test_223,0.9298198502845167,0.747090990023107
test_224,0.9083072077908936,0.6691035685583155
test_225,0.9804721671678631,0.6430312787967896
test_226,0.8388437756910132,0.7294230216400136
test_227,0.8347359514625713,0.5922797627673976
test_228,0.789123887154479,0.5702862567996827
test_229,1.165035777108401,0.5949249123062034
test_230,0.8824904256114254,0.5431251655322755
test_231,0.7054293338987094,0.5014831146600445
test_232,0.9807883296243627,0.6350078142344413
test_233,0.9561377476556004,0.6199076511086697
test_234,0.8628757710302832,0.94780040633117
test_235,0.6590321571471375,0.7479128666415176
test_236,0.9702057339779749,0.6872358642341865
test_237,0.797073014950258,0.40860375163664636
test_238,0.8050802978154347,0.515735066925906
test_239,0.9647914104410781,0.41751710331474395
test_240,0.9504094027776747,0.4766794936580985
test_241,0.8712554335901048,0.49593165163039654
test_242,0.8565003925751249,0.47904746728130426
test_243,0.8969609112315134,0.6075636574359663
test_244,0.6627284714278632,0.402201970122945
test_245,0.9018177566281724,0.24752238321650186
test_246,1.0136970875475888,0.639083102915405
test_247,1.1747316257762264,0.764942228730105
test_248,0.6505524707618027,0.6183675372934367
